Gebyr, omsætning og deltager opgørelse pr. år (Daniel);;;;;;;;;;;;;;;;;;;;;;;;;;;
Genereret d. 11. jul. 2025 09.56.29;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode start;Arrangør;Vores gebyr;Medlemssystem gebyr;Event gebyr;Arrangør omsætning;Deltagere;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Haveselskabet, hjemoghaveliv;0;0;0;0;40;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Scandic Spectrum, scandicspectrum;0;0;0;0;263;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Vestenskov-Kappel jagtforening, vkj;459;0;459;20600;45;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Dagrofa Foodservice, dagrofa;0;0;0;0;584;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Højskolen Mors' Elevforening, hoejskolenmorselevfo;1526;0;1526;24970;163;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Akademisk Kor Århus, akademisk-kor-aarhus;5305;0;5305;66930;596;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Slettes - Danske Øldommere, slettes-oeldommer;84;0;84;1200;21;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Havnevigens Nytårssauna, havnevigensnytaarssauna;1196;0;1196;9960;166;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Studenterhus Aarhus, studenterhusaarhus;43080;20290;22790;628019;8490;;;;;;;;;;;;;;;;;;;;;
2023.01.01;OdLPersonaleklub, odlpersonaleklub;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Århus Børnefilm, aarhusboernefilm;4820;4820;0;79000;800;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Loppemarked i Bella, bc-loppemarked;6567;0;6567;2092355;3963;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Play the Game, playthegame;44277;0;44277;1333588;380;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Teologi for voksne, teologiforvoksne;5267;0;5267;138140;591;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Esbjerg Skolebio, esbjergskolebio;7491;0;7491;181440;2272;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Aalborg Kongres & Kultur Center, campingmesse;17590;0;17590;204350;3160;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Haveselskabet Roskilde afdelingen, hs-roskilde-koe;2366;0;2366;35020;287;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Herlev Skolebio, herlevskolebio;3422;3422;0;45040;565;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Kom og Dans Ribe, kod-ribe;837;0;837;83075;185;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Rikke, rikke;18;6;12;2;7;;;;;;;;;;;;;;;;;;;;;
2023.01.01;FDF Slots Bjergby, fdfslotsbjergby;60;60;0;8260;0;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Kom og Dans Aarhus Ungdom, kod-aarhus-ungdom;1916;0;1916;135797;342;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Wonderful Copenhagen, wocoevents;0;0;0;0;363;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Hadsund Børnefilmklub, hadsund-boernefilmklub;1868;1868;0;32032;552;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Scandic Aarhus Vest, scandicaarhusvest;0;0;0;0;52;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Danmarks Jægerforbund, dj-kursus;16919;0;16919;1732545;2780;;;;;;;;;;;;;;;;;;;;;
2023.01.01;DJ Kreds 4, dj-kreds4;511;0;511;9625;77;;;;;;;;;;;;;;;;;;;;;
2023.01.01;ErhvervsForum Holstebro, erhvervsforumholstebro;434;0;434;7812;277;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Svendborg Buejægere 2022, svendborgbuejaegere;588;0;588;19100;49;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Fishing Zealand, fishingzealand;1453;0;1453;20358;202;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Børnenes Filmklub Rønne, boernenes-filmklub-roenne;2924;2924;0;63280;463;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Kom og Dans Viborg, kod-viborg;1503;0;1503;120100;283;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Elevforeningen IHÅ, elevforeningenihaa;2532;0;2532;51695;664;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Brøndbyernes IF, brondbyernesif;12327;5168;7159;144612;1327;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Brørup Børnefilmklub, broerup-boernefilmklub;5689;42;5647;68640;1153;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Filmklubben BUF, buf;14990;13398;1591;608616;2479;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Aktiv i Forening 4160, aif4160;1170;0;1170;18520;318;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Foreningen Faaborg Museums Venner, faaborgmuseum;3516;3516;0;88200;209;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Fortuna Hjørring, fortunahjoerring;7886;0;7886;148970;2524;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Crowne Plaza Copenhagen Towers , crowneplazacopenh;0;0;0;0;87;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Børnefilmklubben Tusindfryd, tusindfrydfilm;7500;7500;0;218328;1245;;;;;;;;;;;;;;;;;;;;;
2023.01.01;GymHelsinge, gymdanmark-gymhelsinge;33456;0;33456;465720;5708;;;;;;;;;;;;;;;;;;;;;
2023.01.01;FDF Galten, fdfgalten;388;0;388;34020;109;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Brønderslev Jagtforening, broenderslevjagtforening;542;0;542;34284;40;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Danske Ølentusiaster, ale;3901;0;3901;60525;367;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Børnefilmklubben Popcorner, popcorner;4899;2110;2789;126699;606;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Dante Alighieri Sydøst, dante-sydost;674;602;72;19625;70;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Scandic Hotels, scandichotels;0;0;0;0;455;;;;;;;;;;;;;;;;;;;;;
2023.01.01;4forestillingen, 4forestillingen;30;30;0;180;5;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Kom og Dans Aarhus, kod-aarhus;3247;0;3247;179832;576;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Hadsten Gruppe, hadstengruppe;457;0;457;30700;97;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Fjeld Skov, fjeldskov-jagt;2071;0;2071;222800;47;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Kom og Dans Thisted, kod-thisted;697;0;697;55800;153;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Vejle Skolebio, vejleskolebio;3791;548;3243;57823;2065;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Allan Andersen, allan;78;0;78;28;29;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Kom og Dans Hjørring, kod-hjoerring;312;0;312;31550;67;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Baghuset LIVE, baghusetlive;13375;0;13375;152100;760;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Svendborg Jagtforening, jagt;5520;0;5520;232050;334;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Nordvestjysk Lederforum, nvlf;0;0;0;0;67;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Aarhus Børnehøjskole, aarhusboernehoejskole;2864;0;2864;105625;212;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Gudbjerg og Omegns Jagtforening, gudbjergjagt;34;0;34;2700;2;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Nyborg børne og ungdomsfilmklub, nyborg-boerne-og-;4812;4812;0;95400;816;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Veteranposten, veteranposten;16227;0;16227;290925;2687;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Dagrofa Foodservice - Madscenen, madscenen;0;0;0;0;2507;;;;;;;;;;;;;;;;;;;;;
2023.01.01;FA tur, fatur;220;0;220;3100;31;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Herning Skolebio, herningskolebio;15830;0;15830;360175;4689;;;;;;;;;;;;;;;;;;;;;
2023.01.01;The Danish Church in London, danskekirkelondon;8969;0;8969;367464;4410;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Danmarks Gymnastik Forbund, gymdanmark;15171;0;15171;282625;2343;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Filmklubben Helsingør, filmklubbenhelsingor;3684;3684;0;168725;616;;;;;;;;;;;;;;;;;;;;;
2023.01.01;UdeskoleNet, udeskolenet;1110;424;686;39010;119;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Odense Q Elite, odenseqelite;116;0;116;640;17;;;;;;;;;;;;;;;;;;;;;
2023.01.01;FDF K 7 Frihavn, fdfk7frihavn;7;7;0;1050;0;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Tisvilde Jazz Club, tisvildejazzclub;5969;822;5147;197025;517;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Kom og Dans Hobro, kod-hobro;545;0;545;40300;81;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Køkken Koncert, koekken-koncert;2213;0;2213;67350;98;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Gudenå Distrikt, gudenaa-distrikt;0;0;0;0;54;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Linå/Sejs-Svejbæk, sejs-svejbaek-kirke;2744;0;2744;24730;376;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Aabenraa Kommune Demo, aabenraa-kommune-demo;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Enorm Biofactory, enormbiofactory;0;0;0;0;1049;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Dagrofa Foodservice - Valsemøllen, valsemollen;0;0;0;0;19;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Demo, bc-demo;0;0;0;0;12;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Filmklubben Humlebien, filmklubben-humlebien;3068;3068;0;73280;515;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Bellagroup, bc;0;0;0;0;1186;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Hame-gruppen, hame-gruppen;106;0;106;10200;24;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Oplevelser knytter bånd, Skjern, oplevelserknytter;1248;0;1248;41795;149;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Oplevelser knytter bånd, Skjern, oplevelserknytter;1665;0;1665;46080;136;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Kom og Dans Danmark, kod-den-lukkede;841;0;841;92000;921;;;;;;;;;;;;;;;;;;;;;
2023.01.01;DHB - Danmarks Hurtigste Bil, dhb;173;0;173;20187;114;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Dante Sydvest, dante-sydvest;213;213;0;9762;6;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Kom og Dans Aars, kod-aars;311;0;311;18650;50;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Sæby Scenen, saeby-scenen;2174;0;2174;50666;280;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Lemvig Børne- og Ungdomsfilmklub, lemvig-boerne-og;330;330;0;3390;33;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Slettes -Skansen, slettes-skansen;18487;7325;11162;584265;3933;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Familien Unolds familiefester, familienunoldsfamil;255;0;255;4712;34;;;;;;;;;;;;;;;;;;;;;
2023.01.01;FDF Tjæreborg, fdftjaereborg;706;0;706;10800;216;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Zions Kirke, zionskirke;1079;0;1079;8850;118;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Treenighedskirken, treenighedskirken;16690;0;16690;277790;2358;;;;;;;;;;;;;;;;;;;;;
2023.01.01;DJ Kreds 6, dj-kreds6;281;0;281;6900;46;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Art Nordic, art-nordic;27;0;27;0;116;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Hobro Børne-og Ungdomsfilmklub, hobrofilmklub;2818;2818;0;59940;447;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Sædden Kirke, saeddenkirke;1117;0;1117;28575;557;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Løvenholm Gods, lovenholm;1633;0;1633;169200;36;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Randers gymnastiske Forening, rgf;6164;0;6164;81150;2027;;;;;;;;;;;;;;;;;;;;;
2023.01.01;FDF Ørslev-Vordingborg, fdforslevvordingborg;61;0;61;6400;22;;;;;;;;;;;;;;;;;;;;;
2023.01.01;BangBangYoga, bangbangyoga;733;0;733;60500;16;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Kom og Dans Danmark, komogdans;0;0;0;0;8028;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Kom og Dans Horsens, kod-horsens;1689;0;1689;101452;280;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Bråskovgård Efterskole, bge;0;0;0;0;103;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Race Club by Møller Madsen, raceclub;9;0;9;0;178;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Filmklubben Oskar, filmklubben-oskar-glumsoe;1211;1211;0;23280;247;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Scandic Aalborg Øst, scandicaalborgost;0;0;0;0;29;;;;;;;;;;;;;;;;;;;;;
2023.01.01;GD, gd;1839;0;1839;71130;196;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Nibe BørneogUngdomsFilmklub, nibeboerneogungdomsfi;2292;2292;0;39520;394;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Idrættens Analyseinstitut, idan;0;0;0;0;218;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Forældreråd årg. 2015, foraeldreraadaarg2015;0;0;0;0;67;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Hørkram Foodservice A/S, horkram;0;0;0;0;7483;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Planet Copenhagen, sustainability;0;0;0;0;124;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Brahetrolleborg Game Fair , brahetrolleborggamefai;50940;0;50940;3105567;4108;;;;;;;;;;;;;;;;;;;;;
2023.01.01;Odontologisk Forening, odontologiskforening;9349;0;9349;192805;1217;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Yogaikirken, yogaikirken;0;0;0;0;413;;;;;;;;;;;;;;;;;;;;;
2022.01.01;WondAros, wondaroschorus;948;0;948;9575;138;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Fredericia Vejlby, fdffredericiavejlby;120;120;0;15600;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;SLETTES - Hornslet Løb & MTB, sletteshornsletloebm;47;0;47;1800;16;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Golf-event, golf-event;2031;0;2031;203000;70;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Hvalsø, fdfhvalsoe;50;50;0;7400;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Kom og Dans Varde, kod-varde;427;0;427;49900;96;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Infair - udstillinger & events, infair;605;0;605;3130;236;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Charity for Cancer, charityfocancer;11;0;11;31750;68;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Holstebro 1, holstebro1;162;162;0;22639;2;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Billund, fdfbillund;47;47;0;7125;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Giants Rollespils forening, giantsrollespilsforeni;0;0;0;0;12;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Kom og Dans Aabybro, kod-aabybro;649;0;649;57570;147;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Copenhagen Comics, copenhagencomics;9304;0;9304;166465;1637;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Filmklubben Hanen & Hønen, filmklubben-hanen-hoene;1104;1104;0;18200;188;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Den Hirschsprungske Samling, denhirschsprungskesam;0;0;0;0;8;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Særslev, fdfsaerslev;72;72;0;7900;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Nykøbing Sjælland, fdfnykoebingsjaelland;164;0;164;14450;77;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Mørke, fdfmoerke;297;297;0;42625;3;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Rock på Heden - Herning og Holstebro, rock-paa-hed;1526;0;1526;243380;195;;;;;;;;;;;;;;;;;;;;;
2022.01.01;VM Dans, vmdans;42781;0;42781;922964;7380;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Gentofte, fdfgentofte;784;385;399;97500;150;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Hobro, fdfhobro;145;145;0;15850;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Aalborg Kongres & Kultur Center, danfish;0;0;0;0;14;;;;;;;;;;;;;;;;;;;;;
2022.01.01;OdLPersonaleklub, odlpersonaleklub;0;0;0;0;137;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Aktiv i Forening 4160, aif4160;802;0;802;15640;270;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Herlev Skolebio, herlevskolebio;3738;3738;0;49680;627;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Skanderborg-Stilling, fdfskanderborgstilling;267;115;152;17525;76;;;;;;;;;;;;;;;;;;;;;
2022.01.01;TUBA, tuba;3920;0;3920;365905;583;;;;;;;;;;;;;;;;;;;;;
2022.01.01;GD, gd;2928;0;2928;98840;396;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Gladsaxe Brass Band, fdfgladsaxebrassband;172;172;0;59900;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Aarhus 1, fdfaarhus1;398;167;231;64975;127;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Kom og Dans Horsens, kod-horsens;881;0;881;64235;203;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Danske Ølentusiaster, ale;1717;0;1717;48360;342;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Hotel Vejlefjord, hotelvejlefjord;0;0;0;0;178;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Fortuna Hjørring, fortunahjoerring;8672;0;8672;201534;2174;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Tårnby, fdftaarnby;142;142;0;28500;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;VEJEN DANSEFORENING, vejendanseforening-1m;762;0;762;8325;111;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Sønderholm-Frejlev, fdfsoenderholmfrejlev;655;297;358;82818;151;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Aalborg 3 Hobrovejen, fdfaalborg3hobrovejen;68;37;31;4325;9;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Lemvig Børne- og Ungdomsfilmklub, lemvig-boerne-og;1620;1620;0;43400;273;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Skanderborg Børnefilmklub, skanderborg-boernefilmk;2730;2730;0;44800;460;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Greenlight Aarhus, greenlightaarhus;0;0;0;0;308;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Filosofilærerforeningen for Gymnasium og HF, filos;553;324;229;35800;33;;;;;;;;;;;;;;;;;;;;;
2022.01.01;NOR: Nordic Health House, nor;5402;0;5402;648250;61;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Benløse, fdfbenloese;733;212;521;170450;159;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Landskreds, fdflandskreds;297;297;0;24395;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Scandic Spectrum, scandicspectrum;99;0;99;19440;48;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Kom og Dans Esbjerg, kod-esbjerg;1101;0;1101;131844;213;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Dansk Selskab for Obstetrik & Gynækologi, dsog;4695;0;4695;450300;202;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Support Mombasa, support-mombasa;423;423;0;19600;16;;;;;;;;;;;;;;;;;;;;;
2022.01.01;DJ Kreds 3, dj-kreds3;365;0;365;7125;67;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Youth choir Aarhus U, aarhusu;4416;0;4416;53370;642;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Ørslev-Vordingborg, fdforslevvordingborg;780;127;653;79570;174;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Buddinge, fdfbuddinge;290;282;8;22510;4;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Høje Taastrup, fdfhoejetaastrup;162;162;0;15900;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Danmarks Jægerforbund Kreds 7, dj-kreds7;2406;0;2406;69255;412;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Kom og Dans Bjerringbro, kod-bjerringbro;426;0;426;47300;92;;;;;;;;;;;;;;;;;;;;;
2022.01.01;JH Events, jhevents;15985;0;15985;497329;2588;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Veteranposten, veteranposten;8439;0;8439;214550;1935;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Odense Q Elite, odenseqelite;619;0;619;3010;102;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Vesterbro, fdfvesterbro;125;125;0;19200;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Janni Nyholm Juhl, janninyholmjuhl;2366;0;2366;49875;290;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Sædden Kirke, saeddenkirke;2110;0;2110;42020;613;;;;;;;;;;;;;;;;;;;;;
2022.01.01;GymHelsinge, gymdanmark-gymhelsinge;44803;0;44803;655945;7969;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Gladsaxe Børnefilmklub, gladfilm;4710;4710;0;76807;801;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Filmklubben Oskar, filmklubben-oskar-glumsoe;864;864;0;17280;145;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Kom og Dans Odense, kod-odense;820;0;820;61875;192;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Hindsholm Skyttecenter, hindsholmskyttecenter;1164;0;1164;41500;166;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Overlade, fdfoverlade;115;115;0;11250;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Slettes -Horsens Legeland, slettes-horsenslegeland;18952;0;18952;527567;5672;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Tisvilde Jazz Club, tisvildejazzclub;3669;858;2811;158500;389;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Hasseris, fdfhasseris;45;45;0;4950;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Svanninge-Faaborg, fdfsvanningefaaborg;0;0;0;0;13;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Svenstrup, fdfsvenstrup;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Sy og Strik, syogstrik;30;0;30;550;5;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF K 5, fdfk5dk;404;107;297;45500;83;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Vilstrup, fdfvilstrup;202;202;0;20550;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Havnevigens Nytårssauna, havnevigensnytaarssauna;1290;0;1290;11460;191;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Kom og Dans Thisted, kod-thisted;495;0;495;38700;109;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Vejle 3, fdfvejle3;979;300;679;138575;176;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Formidlingsbåden Kutlingen, formidlingsbaadenkutli;119;0;119;2160;128;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Gråsten, fdfgraasten;87;87;0;14000;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Anders Kobberup, akobberup;252;0;252;53;52;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Danske Børne- og Ungdomsfilmklubber, dabuf;929;0;929;216900;148;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Out In October, outinoctober;1976;0;1976;185380;646;;;;;;;;;;;;;;;;;;;;;
2022.01.01;CIFF KIDS, ciff-kids;0;0;0;0;3751;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Hadsten Gruppe, hadstengruppe;515;0;515;55300;113;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Odense 2 Dyrup, fdfodense2dyrup;600;600;0;94095;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Potential In Action, potentialinaction;0;0;0;0;70;;;;;;;;;;;;;;;;;;;;;
2022.01.01;SHIFT, shift;36;0;36;2450;3;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Gråbrødre/Odense Gruppe, graabroedreodensegruppe;302;0;302;41425;49;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Dance Beat Studios, dbs;1951;1951;0;132399;176;;;;;;;;;;;;;;;;;;;;;
2022.01.01;DJ Kreds 6, dj-kreds6;137;0;137;3300;22;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Hørning, fdfhoerning;578;195;383;86825;112;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Randers gymnastiske Forening, rgf;4473;0;4473;64800;1772;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Hasle-Åbyhøj, fdfhasleaabyhoej;270;270;0;42000;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Billetsalget, billetsalget;11936;0;11936;5214809;57987;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Dante Alighieri Odense, dante-odense;2299;456;1843;54400;375;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Herning Skolebio, herningskolebio;15968;6;15962;369720;4886;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Svendborg Jagtforening, jagt;2895;0;2895;152600;320;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Hundige, fdfhundige;0;0;0;0;28;;;;;;;;;;;;;;;;;;;;;
2022.01.01;FDF Solbjerg, fdfsolbjerg;292;292;0;44200;0;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Udviklingsselskabet Carlsberg Byen P/S, udviklings;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Kom og Dans Aalborg, kod-aalborg;1386;0;1386;155300;290;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Fishing Zealand, fishingzealand;1530;0;1530;26931;269;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Birkerød Filmklub for Børn og Unge, birkeroedfilmk;5946;5946;0;147805;1018;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Hønseringen, hoenseringen;4446;4446;0;165119;789;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Allan Andersen, allan;1;0;1;44;29;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Kom og Dans Aarhus Ungdom, kod-aarhus-ungdom;1640;0;1640;107407;374;;;;;;;;;;;;;;;;;;;;;
2022.01.01;Sæby Scenen, saeby-scenen;1392;0;1392;35587;219;;;;;;;;;;;;;;;;;;;;;
